relato;area;urgencia
Meu Tesouro Selic tá com rentabilidade negativa. Quero resgatar antes que piore.;investimento;baixa
Opa, tudo bem. App do banco tá fora do ar desde há duas semanas. Preciso fazer operações. Preciso resolver questão da conta. Obrigado desde já.;atendimento;media
App dá erro quando tento mudar cadastro. Aparece serviço indisponível.;cadastro;media
Preciso ir presencialmente, qual endereço. Qual o horário. O problema é com meu cartão.;atendimento;baixa
Olá. App do banco tá fora do ar desde essa madrugada. Muita gente reclamando. Agradeço a atenção.;atendimento;baixa
Boa tarde. Quero tudo digital, sem papel. Tem opção no app. Obrigado desde já.;cadastro;baixa
Opa. Qual o prazo pro chamado 267117303?. Vou acionar Procon se ñ resolverem. O que eu faco?;atendimento;media
Cobraram tarifa de 456 reais fora do contrato. Preciso que verifiquem e corrijam. Meu cartão tá sendo usado por terceiros agora. Obrigado desde já.;emprestimo;alta
O banco diz que meu CPF tem pendência. Mandei documento atualizado e não aceitaram. Preciso do dinheiro pra pagar conta que vence hoje.;conta;alta
QUERO PROTOCOLO DO ÚLTIMO ATENDIMENTO. PRECISO PRA RECLAMAÇÃO. GRATA.;atendimento;baixa
App não deixa investir em Tesouro Selic pelo perfil. Questionário dá erro quando refaço.;investimento;baixa
Quero saber data de vencimento do título. Vencimento era ontem e não recebi. Se demorar mais vai complicar.;investimento;media
O app não mostra meu previdência privada. O dinheiro saiu e não voltou.;investimento;alta
Data de nascimento tá errada no cadastro. O erro não é meu. Fico no aguardo.;cadastro;alta
Oi. Como declarar investimentos no IR. Qual campo usar. Att, {nome}.;investimento;media
Perdi emprego e ñ pago parcela de R$13,78. Agora vai ter multa e não foi minha culpa.;emprestimo;media
Oi, boa noite. Mandei email pro SAC faz 3 dias e sem resposta. Já passou dos 7 dias. Espero uma solução.;atendimento;media
Fui xingado pelo atendente quando reclamei. Isso é inaceitável. Quero resolver logo pra não dar problema. Grato.;atendimento;media
Eae. Prazo do investimento mudou sem aviso. Vencimento era hoje de manhã e não recebi. Preciso resolver porque tô perdendo dinheiro.;investimento;alta
E aí pessoal. Funcionário contratou sem autorização. Valor de R$ 15.430,70 creditado e já cobram parcelas.;emprestimo;alta
Preciso aumentar meu limite de pix. Pedi aumento de limite e não aprovaram. Pode responder quando der.;pix;baixa
Olá. Preciso de carência nas parcelas. Preciso renegociar pra caber no orçamento.;emprestimo;media
Olá, bom dia. Vi meu email numa lista de dados vazados. Quero saber se minha conta tá segura. Já tentei resolver sozinho e não consegui.;seguranca;media
Quero saber meu limite diário de pix. Não achei essa informação no app. Quando tiver um tempinho.;pix;baixa
App não aceita minha biometria. Não consigo validar operações. Fico no aguardo.;seguranca;media
O atendente Rafael foi excelente. Foi muito atencioso.;atendimento;baixa
Mesma compra aparecendo duas vezes. Quero que removam a duplicata. Preciso que analisem isso.;cartao;media
LCA venceu e dinheiro não caiu na conta. Quero entender regras de carência. Preciso de retorno.;investimento;alta
Oi. App não aceita minha biometria. Tá bloqueando minhas transações. Grato.;seguranca;media
Contrato do empréstimo tem cláusulas diferentes do combinado. Tenho print da simulação. Não tem pressa nenhuma.;emprestimo;baixa
Quero quitar antecipadamente. O desconto deveria ser maior pela antecipação.;emprestimo;baixa
Oi gente. Quero pedir cartão adicional pra Enzo. Tem taxa. Grato pela atenção.;cartao;baixa
Meu limite zerou sem compra pendente. Preciso de limite temporário pra emergência. Desde já agradeço.;cartao;media
Oi, boa noite. Mudei de cidade e quero atualizar cadastro. Qual documento aceita. Grato pela atenção.;cadastro;baixa
Eae. Qual a diferença de limite pix noturno e diurno?. Preciso entender pra me organizar. É só uma dúvida.;pix;baixa
Minha conta foi invadida e mudaram minha senha. Já tentei redefinir e ñ consigo.;seguranca;alta
Chat dá operação não permitida. Preciso resolver problema urgente sem canal. Agradeço a atenção.;atendimento;media
Boa tarde. Caí num golpe e fizeram pix de R$11.274,04 da minha conta. Já bloqueei a conta mas o dinheiro já saiu. Agradeço a atenção.;pix;alta
Como adicionar titular na conta. qual o processo.;conta;baixa
Quero cadastrar dispositivo confiável. Como faço a migração. Agradeço a atenção.;seguranca;baixa
Comprei na Casas Bahia em dólares e IOF veio dobrado. Compras internacionais tão habilitadas.;cartao;media
Meu debêntures rendeu muito menos que prometido. Disseram que era renda fixa sem risco. Tá pendente há dias.;investimento;media
Boa noite. Meu pix agendado de R$ 2.117,97 não foi executado. Eu não cancelei nada, o sistema fez sozinho.;pix;alta
O app não mostra meu Tesouro IPCA. Parece erro mas ninguém confirma. Grato pela atenção.;investimento;alta
Pessoal. Reclamei no BC e responderam lá mas não resolveram. Nem confirmação de recebimento mandaram. Fico no aguardo.;atendimento;media
Opa. CPF tá com nome errado no sistema. O erro não é meu. Obrigada.;cadastro;alta
CDB ou poupança, qual rende mais. Tô comparando opções.;investimento;baixa
Opa, tudo bem. Rendimento dos últimos meses tá abaixo do CDI. Disseram que era renda fixa sem risco. Obrigada.;investimento;media
Banco devolveu pix de R$ 293 que era meu. Preciso desse valor. Preciso que bloqueiem as transações fraudulentas.;pix;alta
Bom dia. Meu pix agendado de R$2.264,91 não foi executado. Eu não cancelei nada, o sistema fez sozinho. Att.;pix;media
Fui assaltado e levaram meu cartão. Preciso cancelar compras feitas após o roubo. Minha conta tá com problema também.;cartao;alta
Protocolo 275287674 aparece inexistente. Atendente não informou número. Valeu pela ajuda.;atendimento;baixa
Parcela venceu e não consigo segunda via. O app dá versão desatualizada. Preciso do estorno porque o valor é alto.;emprestimo;alta
Olá. Protocolo 688209343 aparece inexistente. Preciso pra reclamação. Posso aguardar. Agradeço a atenção.;atendimento;baixa
Mandei email pro SAC desde o mês passado e sem resposta. Quero solução real não texto padrão. Preciso resolver antes do vencimento.;atendimento;media
Opa. Pix agendado de 303 reais foi cancelado pelo banco. Era pra conta de Isabela. Valeu.;pix;alta
Celular foi furtado e precisam bloquear acesso. Preciso bloquear o app remotamente. Obrigada.;seguranca;media
Transferido pro técnico financeiro e de volta. Ninguém assume responsabilidade. Grata.;atendimento;media
Tributação do meu fundo imobiliário não bate com a tabela. Quero detalhamento. Tá me atrapalhando.;investimento;media
Minha chave pix foi cadastrada em outro banco sem autorização. Acho que roubaram meus dados. Não consigo fazer nenhuma operação financeira. Valeu.;pix;alta
Pessoal. Troquei de celular e preciso configurar o app. Preciso de orientaçao. Pode responder quando der.;seguranca;baixa
Perdi dinheiro no debêntures. Não me avisaram do risco. Obrigado desde já.;investimento;baixa
Minha conta foi invadida e mudaram minha senha. Já tentei redefinir e não consigo. Tô sem conseguir pagar minhas contas por causa disso.;seguranca;alta
Prazo de validade tá acabando e sem notícia do novo. Preciso dele pra semana que vem. Preciso de uma solucao em breve.;cartao;media
Opa, tudo bem. Toda vez pedem pra explicar de novo. Tive que explicar tudo de novo. Aguardo retorno.;atendimento;media
O cashback deveria cair em 30 dias e já passou. Quero entender as regras do programa. Abraço.;cartao;baixa
Tô esperando retorno há mais de 10 dias. Ninguém dá posição. Quero resolver logo pra não dar problema.;atendimento;media
Rendimento do ações não bate com taxa informada. Investi R$ 81,75 esperando mais. Não é emergência mas preciso resolver. Obrigado desde já.;investimento;media
PRECISO ATUALIZAR NÚMERO DO CELULAR. TENHO NOVO NÚMERO. TÃO DESCONTANDO DINHEIRO DA MINHA CONTA SEM AUTORIZAÇÃO.;cadastro;alta
Olá. Transferência pix tá lenta. Isso nunca aconteceu antes.;pix;media
Olá, bom dia. Fatura veio com cobrança dobrada de R$10,43. Vai vencer e tá errado.;cartao;media
Boa noite. Dados expostos num vazamento. Falha grave de segurança. Obrigada.;atendimento;alta
Quero antecipar parcelas pra desconto nos juros. Como faco pelo app.;emprestimo;media
Fizeram pix da minha conta de madrugada. Não fui eu e quero bloquear. Meu salário tá preso e preciso pagar aluguel.;pix;alta
Opa, tudo bem. Meu endereço foi mudado e não fui eu. Não autorizei nenhuma mudança. Preciso resolver porque tô perdendo dinheiro.;cadastro;alta
Oi. Como atualizo minha renda no cadastro. Qual comprovante precisa. Obrigado desde já.;cadastro;baixa
Fui enganado e paguei boleto falso de R$1.790,45. O dinheiro já saiu. Tô sem acesso ao meu dinheiro.;seguranca;alta
Meu email antigo não existe mais. Quero receber fatura por email. Sem pressa.;cadastro;baixa
Recebo ligações de cobrança todo dia sobre empréstimo já renegociado. Isso é assédio e quero que pare. Tá pendente há dias.;emprestimo;media
Consignado portado sem autorização. Preciso que parem de descontar. Preciso do dinheiro pra pagar conta que vence hoje.;emprestimo;alta
Olá. Toda vez pedem pra explicar de novo. Tive que explicar tudo de novo.;atendimento;media
Prazo d validade tá acabando e sem notícia do novo. já deveria ter chegado. o pix também não funciona.;cartao;media
Opa. Como habilitar verificação por biometria. Quero me proteger.;seguranca;baixa
Opa, tudo bem. Resgate parcial e saldo restante errado. Diferença é de 68 reais. Quero resolver antes que vire um problema maior. Aguardo retorno.;investimento;media
Meu número antigo não funciona mais. Tenho novo número. Quero só entender melhor.;cadastro;baixa
Pedi portabilidade há há duas semanas e não liberam. Preciso que liberem portabilidade.;emprestimo;media
Vocês perderam um cliente. Liguei 4 vezes e ninguém resolve. Vou pro Procon. Quero evitar que piore.;atendimento;media
App não deixa investir em debêntures pelo perfil. Questionário dá erro quando refaço.;investimento;baixa
Dados cadastrais foram alterados sem minha autorização. Não fui eu. Obrigada.;seguranca;alta
A Riachuelo cancelou compra de 124 reais mas continua na fatura. Preciso que corrijam antes do vencimento.;cartao;media
Fiz pix ontem à tarde e preciso do comprovante. O app não gera PDF do comprovante.;pix;baixa
Transferência pix tá lenta. Isso nunca aconteceu antes.;pix;media
Descontaram R$ 1.693,47 d empréstimo q não contratei. Quero investigação.;conta;alta
Me mandaram link suspeito pelo WhatsApp dizendo ser do banco. Quase passei meus dados. Quero resolver antes que vire um problema maior. Espero uma solução.;seguranca;media
Preciso atualizar nome após casamento. Tenho certidão. Preciso de retorno.;cadastro;baixa
Não sei preencher os investimentos na declaração. Preciso do informe. Queria só uma informação.;investimento;baixa
Quero antecipar parcelas pra desconto nos juros. Taxa de 4.2% tá acima do mercado. Quero resolver antes q vire um problema maior.;emprestimo;media
Pessoal. Esqueci minha senha e quero redefinir. Quanto tempo demora. Só pra eu saber.;seguranca;baixa
Solicitei segunda via e faz mais de 15 dias. no app mostra enviado mas não recebi.;cartao;baixa
Tem como ajustar limite pix por horário. Preciso de limite maior à noite.;pix;media
Preciso de segunda via do comprovante pix de 94 reais. Preciso mostrar pro fornecedor que paguei.;pix;baixa
Recebi email pedindo pra atualizar dados bancários. Quase passei meus dados. Tô completamente bloqueado financeiramente. Espero uma solução.;seguranca;alta
Nunca investi e quero entender as opções. Quero algo seguro. Sem correria. Att, {nome}.;investimento;baixa
Rendimento do fundo multimercado tá muito abaixo do prometido. Isso era pra ser conservador.;investimento;media
Opa. Colei a chave pix errada e mandei 615 reais. Era pra pagar meu aluguel e agora não tenho como. O prejuízo tá aumentando a cada dia. Espero que resolvam.;pix;alta
Cartão bloqueado há faz duas semanas sem explicação. Preciso do cartão pra viagem amanhã. Minha conta tá com problema também. Tô sem conseguir pagar minhas contas por causa disso.;cartao;alta
Quero adicionar mais segurança na conta. Como configuro.;seguranca;baixa
Oi, boa noite. Quero portabilidade do poupança e não tem opção. Tão dificultando a portabilidade. Tá pendente há dias. Preciso de retorno.;investimento;media
Fizeram um pix de R$23,21 da minha conta sem autorização. ñ reconheço essas transferências.;pix;alta
Recebi aviso de que meus dados bancários podem ter sido expostos. Quero saber se minha conta tá segura. Preciso resolver isso em breve. Desde já agradeço.;seguranca;media
Olá. Já abri 7 chamados sobre o mesmo problema. Já passou do prazo e nada. Aguardo retorno.;atendimento;media
Boa noite. Não consigo cadastrar minha chave pix. Preciso resolver pra receber meu salário.;pix;baixa
Preciso pausar pagamentos do empréstimo por faz 3 dias. Tem como suspender temporariamente. Ja faz um tempo e não resolveram.;emprestimo;media
Quando posso vender sem IOF regressivo?. Preciso me planejar pra reinvestir. O que eu faço?;investimento;media
